Patient	Gene	-log10(p-value)
35_2	Mb0015c	NA
35_2	Mb0016c	NA
35_2	Mb0017c	NA
35_2	Mb0018c	NA
35_2	Mb0019c	NA
35_2	Mb0020c	NA
35_2	Mb0021c	NA
35_2	Mb0022c	NA
35_2	Mb0023	NA
35_2	Mb0024	NA
35_2	Mb0026	NA
35_2	Mb0027	0.52896201
35_2	Mb0028	NA
35_2	Mb0029	NA
35_2	Mb0030	NA
35_2	Mb0031	NA
35_2	Mb0032	NA
35_2	Mb0033	NA
35_2	Mb0034	NA
35_2	Mb0035	NA
35_2	Mb0036	NA
35_2	Mb0037c	NA
35_2	Mb0038c	NA
35_2	Mb0039	NA
35_2	Mb0040c	NA
35_2	Mb0041c	NA
35_2	Mb0042	NA
35_2	Mb0043c	NA
35_2	Mb0044c	NA
35_2	Mb0045c	NA
35_2	Mb0046c	NA
35_2	Mb0047c	NA
35_2	Mb0048c	NA
35_2	Mb0049c	NA
35_2	Mb0050	NA
35_2	Mb0051	NA
35_2	Mb0052	NA
35_2	Mb0053	NA
35_2	Mb0054	NA
35_2	Mb0055	NA
35_2	Mb0056	NA
35_2	Mb0057	NA
35_2	Mb0058	NA
35_2	Mb0059	NA
35_2	Mb0060	NA
35_2	Mb0061	NA
35_2	Mb0062	NA
35_2	Mb0063	NA
35_2	Mb0064	NA
35_2	Mb0065	NA
35_2	Mb0066	NA
35_2	Mb0067c	NA
35_2	Mb0068c	NA
35_2	Mb0069	NA
35_2	Mb0070c	NA
35_2	Mb0071c	NA
35_2	Mb0072	NA
35_2	Mb0073	NA
35_2	Mb0074	NA
35_2	Mb0076	NA
35_2	Mb0077	NA
35_2	Mb0078c	NA
35_2	Mb0079c	NA
35_2	Mb0080	NA
35_2	Mb0081c	NA
35_2	Mb0082	0.22633568
35_2	Mb0083	NA
35_2	Mb0084	NA
35_2	Mb0085	NA
35_2	Mb0086	NA
35_2	Mb0087	NA
35_2	Mb0088	NA
35_2	Mb0089	NA
35_2	Mb0090	NA
35_2	Mb0091	NA
35_2	Mb0092	NA
35_2	Mb0093	NA
35_2	Mb0094	NA
35_2	Mb0095	NA
35_2	Mb0096c	NA
35_2	Mb0097c	NA
35_2	Mb0098c	NA
35_2	Mb0099	NA
35_2	Mb0100	NA
35_2	Mb0101	NA
35_2	Mb0102	NA
35_2	Mb0103	NA
35_2	Mb0104	NA
35_2	Mb0105	NA
35_2	Mb0106c	NA
35_2	Mb0107	NA
35_2	Mb0108c	NA
35_2	Mb0109	NA
35_2	Mb0111c	NA
35_2	Mb0112c	NA
35_2	Mb0113	NA
35_2	Mb0114	NA
35_2	Mb0115	NA
35_2	Mb0116	NA
35_2	Mb0117	NA
35_2	Mb0118	NA
35_2	Mb0119	NA
35_2	Mb0120c	NA
35_2	Mb0121	NA
35_2	Mb0122c	NA
35_2	Mb0123	NA
35_2	Mb0124c	NA
35_2	Mb0125c	NA
35_2	Mb0126c	NA
35_2	Mb0127	NA
35_2	Mb0128	NA
35_2	Mb0129	NA
35_2	Mb0130	NA
35_2	Mb0131	NA
35_2	Mb0132	NA
35_2	Mb0133	NA
35_2	Mb0134c	NA
35_2	Mb0135	NA
35_2	Mb0136c	NA
35_2	Mb0137c	NA
35_2	Mb0138	NA
35_2	Mb0140c	NA
35_2	Mb0141	0
35_2	Mb0142c	NA
35_2	Mb0143	NA
35_2	Mb0144	NA
35_2	Mb0145	NA
35_2	Mb0146c	NA
35_2	Mb0147	NA
35_2	Mb0148c	NA
35_2	Mb0149	NA
35_2	Mb0150	NA
35_2	Mb0151	NA
35_2	Mb0152	NA
35_2	Mb0153	NA
35_2	Mb0154	NA
35_2	Mb0155c	NA
35_2	Mb0156c	NA
35_2	Mb0157c	NA
35_2	Mb0158c	NA
35_2	Mb0159c	NA
35_2	Mb0160	NA
35_2	Mb0161	NA
35_2	Mb0162	NA
35_2	Mb0163	NA
35_2	Mb0164c	NA
35_2	Mb0165c	NA
35_2	Mb0166	NA
35_2	Mb0167c	NA
35_2	Mb0168	NA
35_2	Mb0169	NA
35_2	Mb0170c	NA
35_2	Mb0172	NA
35_2	Mb0173	NA
35_2	Mb0174	9.50607538
35_2	Mb0175	NA
35_2	Mb0176	NA
35_2	Mb0177	0.43357848
35_2	Mb0178	NA
35_2	Mb0179	NA
35_2	Mb0180	NA
35_2	Mb0181	NA
35_2	Mb0182	NA
35_2	Mb0183	NA
35_2	Mb0184	NA
35_2	Mb0185c	NA
35_2	Mb0186c	NA
35_2	Mb0187c	NA
35_2	Mb0188c	NA
35_2	Mb0189	NA
35_2	Mb0190	NA
35_2	Mb0191	NA
35_2	Mb0192	NA
35_2	Mb0193	NA
35_2	Mb0194	NA
35_2	Mb0195c	NA
35_2	Mb0196	NA
35_2	Mb0197	NA
35_2	Mb0198	NA
35_2	Mb0199c	NA
35_2	Mb0200	NA
35_2	Mb0201	NA
35_2	Mb0202	NA
35_2	Mb0203	NA
35_2	Mb0204c	NA
35_2	Mb0205	NA
35_2	Mb0206	NA
35_2	Mb0207c	NA
35_2	Mb0208c	NA
35_2	Mb0209	NA
35_2	Mb0210c	NA
35_2	Mb0211	NA
35_2	Mb0212c	NA
35_2	Mb0213c	NA
35_2	Mb0214c	NA
35_2	Mb0215	NA
35_2	Mb0216	NA
35_2	Mb0217	45.19360136
35_2	Mb0218c	NA
35_2	Mb0219c	NA
35_2	Mb0220	NA
35_2	Mb0221c	NA
35_2	Mb0222	NA
35_2	Mb0223c	NA
35_2	Mb0224	NA
35_2	Mb0225	NA
35_2	Mb0226	NA
35_2	Mb0227	NA
35_2	Mb0228c	NA
35_2	Mb0229c	NA
35_2	Mb0230	NA
35_2	Mb0231c	NA
35_2	Mb0232c	NA
35_2	Mb0233	NA
35_2	Mb0234c	NA
35_2	Mb0235c	NA
35_2	Mb0236	1.0550913
35_2	Mb0237	NA
35_2	Mb0238	NA
35_2	Mb0239c	NA
35_2	Mb0240c	NA
35_2	Mb0241c	NA
35_2	Mb0242c	NA
35_2	Mb0243	NA
35_2	Mb0244	NA
35_2	Mb0245	NA
35_2	Mb0246	NA
35_2	Mb0247c	NA
35_2	Mb0248c	NA
35_2	Mb0249	NA
35_2	Mb0250c	NA
35_2	Mb0251	NA
35_2	Mb0252	NA
35_2	Mb0253c	NA
35_2	Mb0254c	0.53526502
35_2	Mb0255c	NA
35_2	Mb0256c	NA
35_2	Mb0257c	NA
35_2	Mb0258	NA
35_2	Mb0259	NA
35_2	Mb0260c	NA
35_2	Mb0261c	NA
35_2	Mb0262c	NA
35_2	Mb0263	NA
35_2	Mb0264c	NA
35_2	Mb0265c	NA
35_2	Mb0266c	NA
35_2	Mb0267c	NA
35_2	Mb0268c	NA
35_2	Mb0269c	NA
35_2	Mb0270c	NA
35_2	Mb0271c	NA
35_2	Mb0272c	NA
35_2	Mb0273	NA
35_2	Mb0274c	NA
35_2	Mb0275c	NA
35_2	Mb0276	NA
35_2	Mb0277c	NA
35_2	Mb0278c	NA
35_2	Mb0279c	NA
35_2	Mb0280	NA
35_2	Mb0281c	NA
35_2	Mb0282	NA
35_2	Mb0283c	NA
35_2	Mb0285c	NA
35_2	Mb0286c	0.52984821
35_2	Mb0287c	NA
35_2	Mb0288	NA
35_2	Mb0289	NA
35_2	Mb0290	NA
35_2	Mb0291	NA
35_2	Mb0292	NA
35_2	Mb0293	NA
35_2	Mb0294	NA
35_2	Mb0295	NA
35_2	Mb0296	NA
35_2	Mb0297	NA
35_2	Mb0298	NA
35_2	Mb0299	NA
35_2	Mb0300	NA
35_2	Mb0301c	NA
35_2	Mb0302	NA
35_2	Mb0303c	NA
35_2	Mb0304c	NA
35_2	Mb0305	NA
35_2	Mb0306	NA
35_2	Mb0307	NA
35_2	Mb0308	NA
35_2	Mb0309	NA
35_2	Mb0310	NA
35_2	Mb0311	NA
35_2	Mb0312c	NA
35_2	Mb0313c	NA
35_2	Mb0314	NA
35_2	Mb0315c	NA
35_2	Mb0316	NA
35_2	Mb0317	NA
35_2	Mb0318c	NA
35_2	Mb0319	NA
35_2	Mb0320	NA
35_2	Mb0321	NA
35_2	Mb0322c	NA
35_2	Mb0323	NA
35_2	Mb0324	NA
35_2	Mb0325c	NA
35_2	Mb0326c	NA
35_2	Mb0327	NA
35_2	Mb0328	NA
35_2	Mb0329	NA
35_2	Mb0330	NA
35_2	Mb0331c	NA
35_2	Mb0332	NA
35_2	Mb0333	NA
35_2	Mb0334c	NA
35_2	Mb0335	NA
35_2	Mb0336c	NA
35_2	Mb0337c	NA
35_2	Mb0338	NA
35_2	Mb0339	NA
35_2	Mb0340	NA
35_2	Mb0341	NA
35_2	Mb0342c	NA
35_2	Mb0343	NA
35_2	Mb0344c	NA
35_2	Mb0345c	3.58814264
35_2	Mb0346c	NA
35_2	Mb0347	NA
35_2	Mb0348	NA
35_2	Mb0349	NA
35_2	Mb0350	0.54347375
35_2	Mb0351c	NA
35_2	Mb0353	NA
35_2	Mb0354c	NA
35_2	Mb0355	NA
35_2	Mb0356	NA
35_2	Mb0357	NA
35_2	Mb0358	NA
35_2	Mb0359	NA
35_2	Mb0360	NA
35_2	Mb0361	NA
35_2	Mb0362c	NA
35_2	Mb0363c	NA
35_2	Mb0364c	NA
35_2	Mb0365	NA
35_2	Mb0366	NA
35_2	Mb0367c	NA
35_2	Mb0368	NA
35_2	Mb0369	NA
35_2	Mb0370c	NA
35_2	Mb0371	NA
35_2	Mb0372c	NA
35_2	Mb0373c	NA
35_2	Mb0374c	NA
35_2	Mb0375c	NA
35_2	Mb0376c	NA
35_2	Mb0377c	NA
35_2	Mb0378c	NA
35_2	Mb0379c	NA
35_2	Mb0380c	NA
35_2	Mb0381c	NA
35_2	Mb0382c	NA
35_2	Mb0383c	NA
35_2	Mb0384	NA
35_2	Mb0385	0
35_2	Mb0386	NA
35_2	Mb0387c	NA
35_2	Mb0388c	NA
35_2	Mb0389c	NA
35_2	Mb0390c	NA
35_2	Mb0391c	NA
35_2	Mb0392	NA
35_2	Mb0393	NA
35_2	Mb0394c	NA
35_2	Mb0395	NA
35_2	Mb0396	NA
35_2	Mb0397	NA
35_2	Mb0398c	NA
35_2	Mb0399	NA
35_2	Mb0400c	NA
35_2	Mb0401	NA
35_2	Mb0402	NA
35_2	Mb0403	NA
35_2	Mb0404c	NA
35_2	Mb0405c	NA
35_2	Mb0406c	NA
35_2	Mb0407	NA
35_2	Mb0408c	NA
35_2	Mb0409c	NA
35_2	Mb0410c	NA
35_2	Mb0411	NA
35_2	Mb0412	NA
35_2	Mb0413	NA
35_2	Mb0414c	NA
35_2	Mb0415	NA
35_2	Mb0416	NA
35_2	Mb0417	NA
35_2	Mb0418c	NA
35_2	Mb0419c	NA
35_2	Mb0420c	NA
35_2	Mb0421	NA
35_2	Mb0422c	NA
35_2	Mb0423	NA
35_2	Mb0424	NA
35_2	Mb0425	NA
35_2	Mb0426	NA
35_2	Mb0427	NA
35_2	Mb0428c	NA
35_2	Mb0429c	NA
35_2	Mb0430c	NA
35_2	Mb0431c	NA
35_2	Mb0432c	NA
35_2	Mb0433c	NA
35_2	Mb0434c	NA
35_2	Mb0435c	NA
35_2	Mb0436c	NA
35_2	Mb0437c	NA
35_2	Mb0438	NA
35_2	Mb0439	NA
35_2	Mb0440	NA
35_2	Mb0441	NA
35_2	Mb0442	NA
35_2	Mb0443c	NA
35_2	Mb0444c	NA
35_2	Mb0445c	NA
35_2	Mb0446c	NA
35_2	Mb0447c	NA
35_2	Mb0448	2.81452966
35_2	Mb0449c	NA
35_2	Mb0450c	NA
35_2	Mb0451	0
35_2	Mb0452c	NA
35_2	Mb0453c	NA
35_2	Mb0454c	NA
35_2	Mb0455c	NA
35_2	Mb0456c	NA
35_2	Mb0457c	NA
35_2	Mb0458c	NA
35_2	Mb0459c	NA
35_2	Mb0460	NA
35_2	Mb0461	0
35_2	Mb0462	NA
35_2	Mb0463c	NA
35_2	Mb0464c	NA
35_2	Mb0465c	NA
35_2	Mb0466c	NA
35_2	Mb0467	NA
35_2	Mb0468	NA
35_2	Mb0469	NA
35_2	Mb0470	NA
35_2	Mb0471	NA
35_2	Mb0472	NA
35_2	Mb0473c	NA
35_2	Mb0474c	NA
35_2	Mb0475	NA
35_2	Mb0476	NA
35_2	Mb0477	NA
35_2	Mb0478	NA
35_2	Mb0479c	NA
35_2	Mb0480c	NA
35_2	Mb0481c	NA
35_2	Mb0482c	NA
35_2	Mb0483	NA
35_2	Mb0484	NA
35_2	Mb0485	NA
35_2	Mb0486	NA
35_2	Mb0487	NA
35_2	Mb0488	NA
35_2	Mb0489c	NA
35_2	Mb0490c	NA
35_2	Mb0491c	NA
35_2	Mb0492	0.23235185
35_2	Mb0493	NA
35_2	Mb0494c	NA
35_2	Mb0495	NA
35_2	Mb0496	NA
35_2	Mb0497	0.5483785
35_2	Mb0498	NA
35_2	Mb0499	NA
35_2	Mb0500	NA
35_2	Mb0501	NA
35_2	Mb0502c	NA
35_2	Mb0503c	NA
35_2	Mb0504c	NA
35_2	Mb0505	NA
35_2	Mb0506c	NA
35_2	Mb0507	NA
35_2	Mb0508	7.12364446
35_2	Mb0509	NA
35_2	Mb0510	NA
35_2	Mb0511	NA
35_2	Mb0512	NA
35_2	Mb0513	NA
35_2	Mb0514	NA
35_2	Mb0515c	NA
35_2	Mb0516c	NA
35_2	Mb0517c	NA
35_2	Mb0518	NA
35_2	Mb0519	NA
35_2	Mb0520	NA
35_2	Mb0521	NA
35_2	Mb0523	NA
35_2	Mb0524	NA
35_2	Mb0525	NA
35_2	Mb0526	NA
35_2	Mb0527	NA
35_2	Mb0528	NA
35_2	Mb0529c	NA
35_2	Mb0530	NA
35_2	Mb0531	NA
35_2	Mb0532c	NA
35_2	Mb0533	NA
35_2	Mb0534	NA
35_2	Mb0535	NA
35_2	Mb0536c	NA
35_2	Mb0537	NA
35_2	Mb0538	NA
35_2	Mb0539	NA
35_2	Mb0540	NA
35_2	Mb0541	NA
35_2	Mb0542	NA
35_2	Mb0543	NA
35_2	Mb0544	NA
35_2	Mb0545	NA
35_2	Mb0547c	NA
35_2	Mb0548c	NA
35_2	Mb0549	NA
35_2	Mb0550	NA
35_2	Mb0551c	NA
35_2	Mb0552	NA
35_2	Mb0553	NA
35_2	Mb0554	NA
35_2	Mb0555c	NA
35_2	Mb0556c	NA
35_2	Mb0557c	NA
35_2	Mb0558c	NA
35_2	Mb0559c	NA
35_2	Mb0560c	NA
35_2	Mb0561c	NA
35_2	Mb0562c	NA
35_2	Mb0564c	NA
35_2	Mb0565c	NA
35_2	Mb0566c	NA
35_2	Mb0567	NA
35_2	Mb0568	NA
35_2	Mb0569	NA
35_2	Mb0570	NA
35_2	Mb0571	NA
35_2	Mb0572	NA
35_2	Mb0573	NA
35_2	Mb0574c	NA
35_2	Mb0575c	NA
35_2	Mb0576c	NA
35_2	Mb0577	NA
35_2	Mb0578	NA
35_2	Mb0579c	NA
35_2	Mb0580c	NA
35_2	Mb0581c	NA
35_2	Mb0582	NA
35_2	Mb0583	NA
35_2	Mb0584	NA
35_2	Mb0585	NA
35_2	Mb0586c	NA
35_2	Mb0587c	NA
35_2	Mb0588c	NA
35_2	Mb0589c	NA
35_2	Mb0590c	NA
35_2	Mb0591	NA
35_2	Mb0592	NA
35_2	Mb0593c	NA
35_2	Mb0594	NA
35_2	Mb0595c	NA
35_2	Mb0596	NA
35_2	Mb0597	NA
35_2	Mb0598c	NA
35_2	Mb0599	NA
35_2	Mb0600c	NA
35_2	Mb0601	NA
35_2	Mb0602	NA
35_2	Mb0603	NA
35_2	Mb0604	NA
35_2	Mb0605	NA
35_2	Mb0606	NA
35_2	Mb0607	NA
35_2	Mb0609	NA
35_2	Mb0610	NA
35_2	Mb0611c	NA
35_2	Mb0612c	NA
35_2	Mb0613c	NA
35_2	Mb0614c	NA
35_2	Mb0615c	NA
35_2	Mb0616c	NA
35_2	Mb0617c	NA
35_2	Mb0618c	NA
35_2	Mb0619	NA
35_2	Mb0620	NA
35_2	Mb0621	NA
35_2	Mb0622	NA
35_2	Mb0623	NA
35_2	Mb0624	NA
35_2	Mb0625	NA
35_2	Mb0626	NA
35_2	Mb0627c	NA
35_2	Mb0628c	NA
35_2	Mb0629	NA
35_2	Mb0630c	0.21240058
35_2	Mb0631	0.21240058
35_2	Mb0632	NA
35_2	Mb0633c	NA
35_2	Mb0634	NA
35_2	Mb0635	NA
35_2	Mb0636	NA
35_2	Mb0637	NA
35_2	Mb0638	NA
35_2	Mb0639	NA
35_2	Mb0640	NA
35_2	Mb0641c	NA
35_2	Mb0642	NA
35_2	Mb0643	NA
35_2	Mb0644c	NA
35_2	Mb0645c	NA
35_2	Mb0647c	NA
35_2	Mb0648c	NA
35_2	Mb0649c	NA
35_2	Mb0650c	NA
35_2	Mb0651c	NA
35_2	Mb0652	NA
35_2	Mb0653	NA
35_2	Mb0654	NA
35_2	Mb0655	NA
35_2	Mb0656	NA
35_2	Mb0657	NA
35_2	Mb0658	NA
35_2	Mb0659	18.01741269
35_2	Mb0660	NA
35_2	Mb0661c	NA
35_2	Mb0662c	NA
35_2	Mb0663c	NA
35_2	Mb0664c	NA
35_2	Mb0665c	NA
35_2	Mb0666c	NA
35_2	Mb0667	NA
35_2	Mb0668	NA
35_2	Mb0669	NA
35_2	Mb0670	NA
35_2	Mb0671	NA
35_2	Mb0672c	NA
35_2	Mb0673	NA
35_2	Mb0674	NA
35_2	Mb0675c	NA
35_2	Mb0676c	NA
35_2	Mb0677c	NA
35_2	Mb0678c	NA
35_2	Mb0679c	NA
35_2	Mb0680c	NA
35_2	Mb0681c	NA
35_2	Mb0682	NA
35_2	Mb0683	NA
35_2	Mb0684	NA
35_2	Mb0685	NA
35_2	Mb0686	NA
35_2	Mb0687	10.55962103
35_2	Mb0688c	NA
35_2	Mb0689	NA
35_2	Mb0690	NA
35_2	Mb0691	NA
35_2	Mb0692	NA
35_2	Mb0693	NA
35_2	Mb0694	NA
35_2	Mb0695c	NA
35_2	Mb0696c	NA
35_2	Mb0697	NA
35_2	Mb0698c	NA
35_2	Mb0699c	NA
35_2	Mb0700	NA
35_2	Mb0701	NA
35_2	Mb0702	NA
35_2	Mb0703	3.97872951
35_2	Mb0704	NA
35_2	Mb0705	NA
35_2	Mb0706	NA
35_2	Mb0707	NA
35_2	Mb0708c	NA
35_2	Mb0709c	NA
35_2	Mb0710c	NA
35_2	Mb0711	NA
35_2	Mb0712	NA
35_2	Mb0713	NA
35_2	Mb0714	NA
35_2	Mb0715	NA
35_2	Mb0716	NA
35_2	Mb0717	NA
35_2	Mb0718	NA
35_2	Mb0719	NA
35_2	Mb0720	NA
35_2	Mb0721	NA
35_2	Mb0722	NA
35_2	Mb0723	NA
35_2	Mb0724	NA
35_2	Mb0725	NA
35_2	Mb0726	NA
35_2	Mb0727	NA
35_2	Mb0728	NA
35_2	Mb0729	NA
35_2	Mb0730	NA
35_2	Mb0731	NA
35_2	Mb0732	NA
35_2	Mb0733	NA
35_2	Mb0734	NA
35_2	Mb0735	NA
35_2	Mb0736	NA
35_2	Mb0737	NA
35_2	Mb0738	NA
35_2	Mb0739	NA
35_2	Mb0740	NA
35_2	Mb0741	NA
35_2	Mb0742	NA
35_2	Mb0743	NA
35_2	Mb0744	NA
35_2	Mb0745	NA
35_2	Mb0746c	NA
35_2	Mb0747c	NA
35_2	Mb0748c	NA
35_2	Mb0749c	NA
35_2	Mb0750	NA
35_2	Mb0751	NA
35_2	Mb0752c	NA
35_2	Mb0753	0.24850776
35_2	Mb0754	NA
35_2	Mb0755	NA
35_2	Mb0756	NA
35_2	Mb0757	NA
35_2	Mb0758	NA
35_2	Mb0759	NA
35_2	Mb0760	NA
35_2	Mb0761	NA
35_2	Mb0762	NA
35_2	Mb0763	NA
35_2	Mb0764c	NA
35_2	Mb0765c	NA
35_2	Mb0766	NA
35_2	Mb0767	NA
35_2	Mb0768	NA
35_2	Mb0769	NA
35_2	Mb0770	NA
35_2	Mb0771c	NA
35_2	Mb0772	NA
35_2	Mb0773c	NA
35_2	Mb0774c	NA
35_2	Mb0775c	NA
35_2	Mb0776	NA
35_2	Mb0777c	NA
35_2	Mb0778c	NA
35_2	Mb0779c	NA
35_2	Mb0780	NA
35_2	Mb0781	NA
35_2	Mb0782c	NA
35_2	Mb0783c	NA
35_2	Mb0784c	NA
35_2	Mb0785c	NA
35_2	Mb0786c	NA
35_2	Mb0787c	NA
35_2	Mb0788c	NA
35_2	Mb0789c	NA
35_2	Mb0790c	NA
35_2	Mb0791	NA
35_2	Mb0792	NA
35_2	Mb0793	NA
35_2	Mb0794	NA
35_2	Mb0795	NA
35_2	Mb0796c	NA
35_2	Mb0797c	NA
35_2	Mb0798	NA
35_2	Mb0799c	NA
35_2	Mb0800	NA
35_2	Mb0801	NA
35_2	Mb0802c	NA
35_2	Mb0803	NA
35_2	Mb0804	NA
35_2	Mb0805c	NA
35_2	Mb0806	NA
35_2	Mb0807	NA
35_2	Mb0808	NA
35_2	Mb0809c	NA
35_2	Mb0810	NA
35_2	Mb0811	NA
35_2	Mb0812	NA
35_2	Mb0813c	NA
35_2	Mb0814c	NA
35_2	Mb0815c	NA
35_2	Mb0816c	NA
35_2	Mb0817	NA
35_2	Mb0818c	NA
35_2	Mb0819c	NA
35_2	Mb0820	NA
35_2	Mb0821c	NA
35_2	Mb0822c	NA
35_2	Mb0823	NA
35_2	Mb0824	NA
35_2	Mb0825c	NA
35_2	Mb0826	3.38755487
35_2	Mb0827	NA
35_2	Mb0828	NA
35_2	Mb0829c	NA
35_2	Mb0830	NA
35_2	Mb0831	NA
35_2	Mb0832	NA
35_2	Mb0833c	NA
35_2	Mb0834c	NA
35_2	Mb0835	NA
35_2	Mb0836c	NA
35_2	Mb0837c	NA
35_2	Mb0838c	NA
35_2	Mb0839c	NA
35_2	Mb0840c	NA
35_2	Mb0841	NA
35_2	Mb0842	NA
35_2	Mb0843	NA
35_2	Mb0844c	NA
35_2	Mb0845c	NA
35_2	Mb0846c	NA
35_2	Mb0847c	NA
35_2	Mb0848c	NA
35_2	Mb0849	NA
35_2	Mb0850c	NA
35_2	Mb0851c	NA
35_2	Mb0852	NA
35_2	Mb0853	NA
35_2	Mb0854c	NA
35_2	Mb0855	NA
35_2	Mb0856	NA
35_2	Mb0857c	3.28462593
35_2	Mb0858	NA
35_2	Mb0859c	NA
35_2	Mb0860c	NA
35_2	Mb0861	NA
35_2	Mb0862	NA
35_2	Mb0863c	NA
35_2	Mb0864	NA
35_2	Mb0865	NA
35_2	Mb0866	NA
35_2	Mb0867c	NA
35_2	Mb0868	NA
35_2	Mb0869c	NA
35_2	Mb0870	NA
35_2	Mb0871	NA
35_2	Mb0872	NA
35_2	Mb0873	NA
35_2	Mb0874c	NA
35_2	Mb0875	NA
35_2	Mb0876c	NA
35_2	Mb0877	NA
35_2	Mb0878	NA
35_2	Mb0879	NA
35_2	Mb0880	NA
35_2	Mb0881c	NA
35_2	Mb0882	NA
35_2	Mb0883	NA
35_2	Mb0884c	NA
35_2	Mb0885c	NA
35_2	Mb0886	NA
35_2	Mb0888	NA
35_2	Mb0889	NA
35_2	Mb0890	NA
35_2	Mb0891c	NA
35_2	Mb0892c	NA
35_2	Mb0893c	NA
35_2	Mb0894c	NA
35_2	Mb0895	NA
35_2	Mb0896c	NA
35_2	Mb0897	NA
35_2	Mb0898c	NA
35_2	Mb0899c	NA
35_2	Mb0900c	NA
35_2	Mb0901	NA
35_2	Mb0902c	NA
35_2	Mb0903c	NA
35_2	Mb0904	NA
35_2	Mb0905	NA
35_2	Mb0906	NA
35_2	Mb0907c	NA
35_2	Mb0908c	NA
35_2	Mb0909	NA
35_2	Mb0910	NA
35_2	Mb0911c	NA
35_2	Mb0912	NA
35_2	Mb0913c	NA
35_2	Mb0914c	NA
35_2	Mb0915c	NA
35_2	Mb0916	NA
35_2	Mb0917c	NA
35_2	Mb0918	NA
35_2	Mb0919	NA
35_2	Mb0920	5.33115485
35_2	Mb0921c	NA
35_2	Mb0922c	NA
35_2	Mb0923	NA
35_2	Mb0924	NA
35_2	Mb0925	NA
35_2	Mb0926c	NA
35_2	Mb0927c	NA
35_2	Mb0928c	NA
35_2	Mb0929	NA
35_2	Mb0930	NA
35_2	Mb0931	NA
35_2	Mb0932	NA
35_2	Mb0933	NA
35_2	Mb0934	NA
35_2	Mb0935	NA
35_2	Mb0936	NA
35_2	Mb0937c	NA
35_2	Mb0938c	NA
35_2	Mb0939c	NA
35_2	Mb0940c	NA
35_2	Mb0941	NA
35_2	Mb0942	NA
35_2	Mb0943	NA
35_2	Mb0944c	NA
35_2	Mb0945	NA
35_2	Mb0946	NA
35_2	Mb0947c	NA
35_2	Mb0948c	13.47788564
35_2	Mb0949c	NA
35_2	Mb0950c	NA
35_2	Mb0951	NA
35_2	Mb0952	NA
35_2	Mb0953	NA
35_2	Mb0954c	NA
35_2	Mb0955c	NA
35_2	Mb0956c	NA
35_2	Mb0957	NA
35_2	Mb0958	NA
35_2	Mb0959	NA
35_2	Mb0960	NA
35_2	Mb0961	NA
35_2	Mb0962c	NA
35_2	Mb0963	NA
35_2	Mb0964	NA
35_2	Mb0965c	NA
35_2	Mb0966c	NA
35_2	Mb0967	NA
35_2	Mb0968c	NA
35_2	Mb0969	NA
35_2	Mb0970	NA
35_2	Mb0971c	1.2111422
35_2	Mb0972c	NA
35_2	Mb0973c	NA
35_2	Mb0974	4.87595018
35_2	Mb0975c	NA
35_2	Mb0976	NA
35_2	Mb0977	NA
35_2	Mb0978c	NA
35_2	Mb0979	NA
35_2	Mb0980	NA
35_2	Mb0981	NA
35_2	Mb0982	NA
35_2	Mb0983	NA
35_2	Mb0984	NA
35_2	Mb0985	NA
35_2	Mb0986	NA
35_2	Mb0987c	NA
35_2	Mb0988c	NA
35_2	Mb0989c	NA
35_2	Mb0990c	NA
35_2	Mb0991c	NA
35_2	Mb0992	NA
35_2	Mb0993	NA
35_2	Mb0994	NA
35_2	Mb0995	NA
35_2	Mb0996c	NA
35_2	Mb0997c	NA
35_2	Mb0998c	NA
35_2	Mb0999c	15.78273038
35_2	Mb1000c	NA
35_2	Mb1001c	NA
35_2	Mb1002	NA
35_2	Mb1003c	NA
35_2	Mb1004c	NA
35_2	Mb1005	NA
35_2	Mb1006c	NA
35_2	Mb1007	NA
35_2	Mb1008	NA
35_2	Mb1009	NA
35_2	Mb1010	NA
35_2	Mb1011c	NA
35_2	Mb1012	NA
35_2	Mb1013	NA
35_2	Mb1014	NA
35_2	Mb1015	NA
35_2	Mb1016c	NA
35_2	Mb1017c	NA
35_2	Mb1018c	NA
35_2	Mb1019c	NA
35_2	Mb1020	0.25317986
35_2	Mb1021	NA
35_2	Mb1022	NA
35_2	Mb1023	NA
35_2	Mb1024	NA
35_2	Mb1025	NA
35_2	Mb1026	NA
35_2	Mb1027c	NA
35_2	Mb1028	NA
35_2	Mb1029c	NA
35_2	Mb1030	NA
35_2	Mb1031c	NA
35_2	Mb1032c	NA
35_2	Mb1033	NA
35_2	Mb1034c	NA
35_2	Mb1035	NA
35_2	Mb1036	NA
35_2	Mb1037	NA
35_2	Mb1038	NA
35_2	Mb1040	NA
35_2	Mb1041	NA
35_2	Mb1042c	NA
35_2	Mb1043c	NA
35_2	Mb1044c	NA
35_2	Mb1045c	NA
35_2	Mb1046c	NA
35_2	Mb1047	5.87933066
35_2	Mb1048	NA
35_2	Mb1049	NA
35_2	Mb1050	NA
35_2	Mb1051	NA
35_2	Mb1052	NA
35_2	Mb1053	NA
35_2	Mb1054	NA
35_2	Mb1055c	NA
35_2	Mb1056c	NA
35_2	Mb1057	NA
35_2	Mb1058	NA
35_2	Mb1059	NA
35_2	Mb1060	NA
35_2	Mb1061c	NA
35_2	Mb1062c	NA
35_2	Mb1063c	NA
35_2	Mb1064c	NA
